2030.2408,255.3289,248.8178,90.9183
2029.6740,263.0668,248.8178,90.9183
2029.1130,275.3492,248.8178,91.2316
2027.6245,286.4270,248.8178,115.6719
2015.7562,286.3731,248.8178,89.0383
2015.6172,277.2291,248.8178,90.2916
2016.7008,267.0775,248.8178,85.5916
2015.3552,254.2865,248.8178,85.5916
2007.5742,254.4396,248.8178,343.4439
2030.3656,299.2522,248.8178,175.8090

1863.5652,313.3448,248.8178,272.5831
1863.5531,320.3714,248.8178,275.4031
1864.1598,331.1123,248.8178,261.6164
1873.3802,333.3292,248.8178,271.0165
1873.2858,323.5585,248.8178,267.2564
1883.6218,331.5376,248.8178,268.5098
1896.1394,332.4847,248.8178,92.4148
1893.3344,320.6938,248.8178,90.5348
1871.9673,347.0481,248.8178,266.2931
1874.9197,338.9482,248.8178,282.8999
0
