559.9146,-2453.5239,12.3350,90.8675
560.0580,-2445.2842,12.3350,101.2076
553.7575,-2445.7451,12.3350,112.8011
541.8143,-2449.5437,12.3350,188.9418
548.2052,-2454.4092,12.3350,177.6617
539.9797,-2458.1196,12.3350,177.6617
547.9648,-2464.1563,12.3350,180.4817
541.8254,-2467.3792,13.7738,182.9884
541.2632,-2475.3391,12.3350,117.5011
546.0269,-2482.8225,12.3350,86.1675

393.8185,-2483.4287,12.3350,187.0150
393.2695,-2491.0261,12.3350,210.2018
401.0382,-2502.1865,12.3350,175.1081
393.0544,-2510.8774,12.3350,193.2817
395.7043,-2523.0044,12.3350,277.8824
415.8505,-2523.0972,12.3350,6.8699
412.3126,-2515.5776,14.8124,308.9027
418.5267,-2514.0427,12.3350,359.9765
417.7798,-2495.6909,12.3350,336.7896
427.8494,-2488.0156,12.3350,268.4823
0
