2551.0645,-1295.3470,1060.9844,357.7831
2549.2153,-1285.0988,1060.9844,269.1091
2564.7607,-1281.7844,1065.3672,273.1824
2575.0479,-1285.3588,1065.3672,188.2683
2581.0266,-1284.2424,1065.3575,90.1940
2575.6052,-1295.5573,1060.9844,183.2549
2565.4048,-1304.1036,1060.9844,282.8724
2557.9011,-1303.2399,1060.9844,272.8457
2558.2083,-1297.8232,1060.9844,267.2056
2561.1821,-1296.5350,1062.0391,260.2888

2532.8069,-1305.6061,1031.4219,286.7027
2532.2456,-1299.6515,1031.4219,273.2292
2532.2881,-1285.7587,1031.4219,266.9625
2538.3955,-1282.9438,1031.4219,266.9625
2547.8662,-1283.1427,1031.4219,269.4692 
2558.9678,-1282.6509,1031.4219,205.5486
2560.0635,-1292.2686,1031.4219,182.6751
2560.3811,-1304.8759,1031.4219,307.0696
2548.7085,-1305.3531,1031.4219,277.6158
2545.4810,-1295.1013,1031.4219,270.0958
2
