-669.9301,2567.7261,233.1899,4.0968
-662.3662,2568.0757,233.1899,4.4101
-655.0732,2569.0535,233.1899,4.4101
-647.9728,2569.4668,233.1899,0.3367
-638.0440,2570.3137,233.1899,0.3367
-639.5786,2562.3525,233.1899,5.3501
-648.1184,2562.6292,233.1899,3.7834
-657.4561,2562.6628,233.1899,357.8300
-669.2877,2562.1140,233.1899,356.8900
-680.0007,2562.0994,233.1899,355.9500

-656.4174,2739.6848,219.2168,177.9750
-650.9906,2739.0764,219.2168,177.9750
-645.7310,2738.4836,219.2168,177.9750
-645.8832,2734.1885,219.2168,177.9750
-651.6318,2733.9893,219.2168,177.9750
-656.4081,2733.0417,219.2168,177.9750
-656.6006,2727.5969,219.4199,177.9750
-651.1097,2726.9893,219.2168,177.9750
-645.4995,2727.2031,219.2168,180.4818
-644.1847,2722.3389,219.2168,177.9751
