-372.3682,3151.0010,25.2089,96.1942
-368.7675,3157.0830,25.2089,92.1208
-373.2101,3158.3303,25.2089,92.1208
-369.8257,3163.9590,25.2089,94.9408
-373.0765,3167.4539,25.2089,93.3741
-373.7389,3171.8723,25.2089,93.3741
-369.2356,3174.6270,25.2089,91.4941
-369.3762,3181.0840,25.2089,91.8074
-373.6253,3180.9839,25.2089,92.1207
-368.8558,3190.1553,25.2089,91.8074

-413.6060,3189.8655,25.2089,269.7824
-411.8539,3186.1338,25.2089,269.1558
-416.5368,3183.6323,25.2089,269.4691
-412.7262,3181.5247,25.2089,269.4691
-416.5819,3177.0405,25.2089,275.4225
-412.8896,3173.1372,25.2089,270.7225
-413.8066,3167.8850,25.2089,272.9158
-416.3889,3161.6323,25.2089,273.8558
-412.3153,3160.3589,25.2089,267.5891
-416.0299,3151.3928,25.2089,267.9025
