274.1718,1889.3787,7.9736,178.8448
270.8778,1889.0217,7.9736,178.8448
266.1731,1889.7405,7.9736,176.6514
262.4897,1889.0963,7.9736,176.6514
262.6836,1886.2330,7.9736,181.3515
267.9928,1885.6332,7.9736,181.3515
273.9212,1885.3027,7.9736,181.3515
274.1799,1880.8765,7.9736,183.5449
266.7765,1880.0331,7.9736,183.5449
262.5721,1879.3914,7.9736,183.5449

203.7018,1860.7205,13.1406,267.4956
204.3426,1866.1722,13.1406,267.4956
204.9689,1871.4957,13.1406,267.4956
210.0249,1872.7759,13.1406,267.4956
210.5978,1867.3236,13.1406,267.4956
210.5721,1859.0951,13.1406,266.8689
218.1441,1855.8999,12.9948,266.8689
219.0185,1864.7566,13.1406,266.8689
219.7373,1870.1967,13.1406,266.8689
224.5002,1867.4492,13.1406,359.2797
