[Alpha]
551.0983,-2346.7917,21.2222,87.4443
550.8411,-2343.7151,21.2258,87.4443
550.5829,-2339.8208,21.2295,87.4443
547.5768,-2337.9485,21.2787,87.4443
546.9608,-2342.5117,21.2849,87.4443
546.4477,-2345.7212,21.2907,87.4443
542.2518,-2345.5339,21.3636,87.4443
541.9902,-2342.2146,21.3714,87.4443
537.3602,-2337.9771,21.4146,4.6510
521.0339,-2345.3982,21.4146,284.5094
[Beta]
466.5383,-2359.1289,19.5676,359.1069
464.2357,-2356.5378,19.5676,4.7469
469.7299,-2355.6960,19.5676,4.7469
471.6035,-2350.1848,19.5676,4.7469
465.3604,-2348.9814,19.5676,294.8729
467.2872,-2342.9116,20.2420,357.2268
472.8541,-2342.7727,20.2678,357.2268
465.3369,-2338.8931,20.9868,355.6602
469.6723,-2338.8235,20.9997,355.6602
473.3263,-2336.1138,21.4236,18.2204
