[Alpha]
3135.0095,-1951.7092,29.7594,177.3993
3127.7036,-1951.8118,29.7750,177.7126
3118.8323,-1951.8817,29.7948,177.7126
3110.2168,-1951.4366,29.8226,177.7126
3100.7705,-1951.4370,29.8450,177.7126
3101.8120,-1970.7468,23.6870,191.1861
3107.7581,-1970.7133,23.7226,183.6661
3113.6248,-1970.7870,23.7581,183.6661
3120.4753,-1970.9171,23.7996,178.9660
3128.0989,-1970.3503,23.8438,176.7727
[Beta]
3096.4604,-2066.2092,30.0486,3.2076
3103.0786,-2066.8262,30.0666,0.3876
3110.2588,-2066.4280,30.0513,0.3876
3116.1079,-2066.4033,30.0142,0.3876
3127.3621,-2065.5085,29.9360,0.3876
3099.8252,-2049.5215,23.8662,0.0742
3105.6738,-2048.9641,23.9004,1.0142
3111.9612,-2048.4937,23.9368,1.0142
3118.2915,-2048.0261,23.9733,1.0142
3126.2610,-2047.4581,24.0193,1.0142
