[Alpha]
119.8855,2003.2329,19.9234,1.3042
124.2207,2003.3458,19.9234,359.1108
124.3043,2008.7290,19.9234,359.1108
119.5755,2011.1010,19.9234,359.1108
119.3095,2016.8264,19.9234,359.1108
124.3915,2019.4412,19.9234,359.1108
125.6652,2031.2169,18.4099,92.1717
117.5531,2026.8528,18.6143,92.4850
112.7141,2021.0238,18.7487,84.6516
114.4898,2033.9099,18.4553,106.5852
[Beta]
12.0713,2043.5754,17.7020,271.0166
17.7730,2043.6764,17.6896,271.0166
18.2212,2038.6116,17.6406,271.0166
18.6879,2032.5052,17.6406,271.0166
19.1790,2025.0264,17.6406,271.0166
11.8089,2024.4734,17.6473,269.4265
12.2090,2029.4895,17.6473,269.4265
12.6159,2035.1863,17.6473,269.4265
11.7392,2014.6735,17.8401,265.0632
14.2811,2006.1548,17.8401,2.8241
