[Alpha]
-1361.5770,2531.9614,93.9766,274.8467
-1360.5895,2525.5527,93.9766,274.8467
-1359.6013,2518.1367,94.0347,274.8467
-1360.3835,2511.8054,94.0347,266.0733
-1359.9539,2502.3049,94.0828,273.9067
-1359.0724,2495.8953,94.0828,273.9067
-1358.4415,2487.7456,94.0303,269.2067
-1357.5499,2476.2319,94.0381,278.6068
-1360.5935,2467.9065,94.0381,270.4600
-1359.0089,2459.2986,94.0633,271.7133
[Beta]
-1262.7394,2440.6177,94.0361,89.0616
-1263.0089,2446.0381,94.0361,89.0616
-1263.3616,2451.5520,94.0361,89.0616
-1263.6271,2457.2244,94.0361,89.0616
-1263.8870,2463.2375,94.0361,89.0616
-1264.1414,2469.5830,94.0361,89.0616
-1264.3887,2476.3643,94.0361,89.0616
-1264.6412,2482.8198,94.1224,89.0616
-1264.8656,2490.9934,94.1224,89.0616
-1265.0806,2499.7429,94.1224,89.0616
